rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2
"[  74.12033556  254.40611827 -392.80698763 -341.32652573 -341.32652573
   74.12033556 -392.80698763 -341.32652573 -392.80698763 -341.32652573
  254.40611827 -240.18316251   91.12096144  123.76509935  123.76509935
 -392.80698763 -341.32652573   74.12033556  254.40611827]","[ -94.65041307  -71.94912209 -168.94067142 -103.18000184   53.09294403
 -168.94067142  -72.167285    -50.26508893  242.50059643 -189.67427749
   35.06266584 -125.07420983  100.76039273   91.16718131  -39.06491368
  -14.0958587  -160.88999806 -145.02662659 -245.27486999]","[-410.70210701 -348.51468436 -253.23318419 -109.65866125 -357.11718076
 -362.52572411 -283.09214193 -125.93498266 -410.70210701  -97.38514875
   -4.66894363 -351.38510046 -252.99696381 -158.34561277 -166.62823453
 -170.46931445 -384.14705559  -19.49656753 -362.52572411]"
"[-304.87635197 -229.78763749 -229.78763749  -32.8729915   -40.78950583
  255.89323036  -10.84813662  -40.78950583  -40.78950583  255.89323036
  255.89323036 -304.87635197   -8.53705998  -10.84813662  255.89323036
  -40.78950583  255.89323036 -304.87635197 -229.78763749]","[ 180.18633852  -88.25637885  308.40492853   40.03909504  -61.51337956
 -150.86201815   -5.73636613   43.70786881  117.2649976    51.44469093
 -152.41072811  105.10940112  -43.63556003 -121.69365368  308.40492853
  -97.83028977  -52.93138149 -159.48955445  -89.25624544]","[-245.53778722  -62.5678184  -376.10794182 -259.36098009 -227.77877036
 -199.58324277 -259.36098009 -349.45039752 -183.38442265 -354.60037236
 -228.06317992 -166.72483591 -112.41172139 -233.93456766 -480.50582927
 -183.38442265 -205.92306107   22.70220878 -331.26155151]"
"[-358.39832486 -389.38137357 -358.39832486 -389.38137357 -389.38137357
 -155.62872772 -358.39832486 -389.38137357 -358.39832486 -389.38137357
   -1.01272048 -358.39832486 -155.62872772 -216.4447921  -197.07371252
   -1.01272048 -155.62872772 -216.4447921    82.91987194]","[-159.41660551  156.50064586  -22.80745504   76.84025681 -101.93339404
   72.26041524   84.29444238  -15.03879456    0.4796235   -66.64119211
 -179.71138304  149.19385506 -201.63542212 -308.64243061  131.95797124
  215.6472911  -225.3230005    23.95847174 -101.93339404]","[-192.06283735  -82.71992501  -70.09258057    2.29230642 -195.34935813
 -155.95150399  -77.91921228  -60.42828732 -153.6754749  -264.03363154
 -222.13224892 -296.6010768  -195.34935813 -429.71219737 -524.70969308
 -524.70969308 -111.14170403 -214.71142352  -16.51795906]"
"[ -36.52424673   44.46062669   44.46062669  -85.130902     68.06921098
   44.46062669 -134.82066646 -134.82066646  -85.130902     44.46062669
 -134.82066646   68.06921098  -70.32464233 -134.82066646  -85.130902
   44.46062669 -134.82066646  -86.09387477  -36.52424673]","[  63.51595024  -58.80454417 -199.71594092   17.5748116  -147.55957075
 -197.65035513  -11.26217152 -143.55462746  -61.13457412  -11.26217152
  139.39962797   61.97402686    4.37114208 -121.61322891  136.12039701
   23.83305769 -101.29019312 -118.11676717  127.36792873]","[-171.05906242 -308.51828309 -105.14477086  -40.47724905 -327.53371427
 -309.016193   -363.62182313 -218.62785514 -359.24026571 -158.29261043
 -285.21118983 -277.4219923  -277.4219923  -258.10971371 -297.90572834
 -139.4585497  -278.01971217 -105.14477086  -40.47724905]"
"[ -40.64997672  174.75534691 -124.631512    -12.3662336    62.97220296
  -40.64997672  174.75534691 -179.60546927 -179.60546927 -246.92162796
 -246.92162796 -124.631512    -12.3662336   -40.64997672  174.75534691
 -179.60546927 -246.92162796  174.75534691  174.75534691]","[  11.8861672   170.76584313 -241.80843812 -199.17732151  -29.7484349
  -54.78353961 -156.31948251 -112.42368558  -51.29580515  -29.7484349
   32.07848487  -82.64086907  -98.69386447 -135.01277218  -22.24804012
   49.26664499  -78.83554247  -62.27530537  -62.51384586]","[-264.51716458   -9.41501382 -177.67480898 -499.69046245  -73.05138935
 -262.99640603 -165.54883793 -195.06397698 -429.81718872 -164.15483053
 -123.54625027 -429.81718872 -165.54883793 -195.06397698  -99.10764758
 -269.99890256   -8.46290913 -288.66973236 -277.00623665]"
"[ 108.52203547  197.87402221  108.52203547  197.87402221 -215.64079211
  -72.96803338 -210.46762342 -130.39664851  108.52203547  108.52203547
  197.87402221  -72.96803338 -210.46762342  108.52203547  197.87402221
  197.87402221 -215.64079211 -215.64079211  -56.03188501]","[ -49.62532082  194.1778093    64.72189318    9.53337294  107.63022624
  121.86891378  136.38299864  263.24394158  132.70931323   89.66246846
  102.86030931  103.53969797 -218.15946455 -306.29447521  122.77938488
   98.93483861  145.46449338 -306.29447521 -118.76820482]","[  25.05252055   47.95597785 -141.31317695  102.06923989 -395.3857714
 -145.56162571  -90.52607005 -184.44743837 -212.62882863   34.14635443
 -359.70159458  -39.35393925 -335.50339714   34.14635443 -359.70159458
 -407.69816276  -10.2969622  -402.19842545 -266.36167265]"
"[ 134.78870148 -416.73924834  110.0012678   134.78870148  -20.52222774
  261.58387034  110.0012678   134.78870148   46.79211722  110.0012678
  110.0012678   134.78870148  110.0012678   134.78870148 -416.73924834
  134.78870148 -416.73924834  -20.52222774  261.58387034]","[   6.41153879  -34.21390006  -46.76681445 -154.03332698  153.85349059
   59.26533271   70.10491939 -143.23820592 -303.38197263  -46.76681445
  -52.45855647  -94.09078747  240.61819155  -27.770681    -55.819653
  137.41867684 -126.47915771   23.53577276 -328.46196552]","[  25.07347025 -308.14453079 -278.20907697 -307.57311125 -120.54166269
 -354.5782043  -136.74143928  -65.49534423 -321.10223074 -120.54166269
 -354.5782043  -166.51656974   22.53232597 -263.79529888 -349.15884696
 -166.13688604 -270.72880956 -203.85462122  -71.55942664]"
"[ -75.25705215   80.8104747   -75.25705215   80.8104747     7.5209992
  -75.25705215    7.5209992   -75.25705215  101.06105565  -13.55812033
    7.5209992   -75.25705215   -6.83229467    7.5209992     7.5209992
  101.06105565  -13.55812033  -75.25705215   80.8104747 ]","[ -3.29022029e+01  -3.87560953e+01   7.45611652e+01  -7.31338101e+01
   2.19190519e+02  -4.13671396e+01  -8.43354991e+01   1.48783592e+02
   1.26447536e-01  -2.92455743e+01   7.45611652e+01  -3.61532059e+01
  -8.24794018e+01   9.79880770e+01   1.72814131e+02  -1.46005428e+02
   1.29812397e+02   1.72352742e+02   4.72420903e+01]","[-290.27666961 -126.4208686  -379.97954433 -455.20635307 -218.4530672
 -270.44351692  143.24855517 -316.12821282 -436.38681731  -95.41613877
 -223.99084936 -287.74889593 -376.09321766  -97.76681924  143.24855517
 -156.82571542 -126.44163011 -269.47807995  -59.05861624]"
"[ -99.86002327 -163.84943974  -99.86002327 -163.84943974   -3.12664638
   92.49153507   -3.12664638   92.49153507  -99.86002327 -163.84943974
   92.49153507  -99.86002327   92.49153507  -99.86002327   -1.62704463
 -256.30848216   92.49153507  -99.86002327   -1.62704463]","[   9.23313651 -119.56854523  111.73605176 -145.27030522  123.90068371
 -134.07853099  -30.0147429   127.7126744   111.73605176 -145.27030522
   33.3046486    96.62158371   25.77808238  -74.2880791  -146.44385221
    9.66116651   97.62507265  228.33528133  -73.37027622]","[-200.41402678   66.25056592 -186.76913645 -472.48544962 -267.08643815
 -386.47217459 -294.41698416 -507.59125247   66.25056592 -172.89445132
 -437.91423058  -64.62568214 -201.17305172 -176.67636711 -117.80021725
 -478.50771509 -349.39064573 -233.68346862 -343.35977344]"
"[-350.0503735   226.81694202  274.54298087   67.78211864  274.54298087
   67.78211864  -53.54604727 -105.9584016  -105.9584016   274.54298087
 -105.9584016   274.54298087  -53.54604727 -105.9584016   274.54298087
   67.78211864 -105.9584016   226.81694202   12.14762902]","[ 278.31515063 -136.1871168   -22.1158438   -99.41168823  -48.46634049
  -63.283407    192.86588412 -265.26692558  -96.09829741  -57.01069142
  -68.05727018  164.45157099  -72.86948954   69.10199143   -2.3583165
   25.26679557  -46.19299374   69.10199143   -2.3583165 ]","[ 242.01641764 -400.37557162 -344.48483225  243.73127411  -65.38083559
 -248.31658451  242.01641764 -400.37557162 -202.82120141 -229.05707342
 -303.01732435 -358.3032211  -206.6355075  -255.93297619 -135.6591394
 -178.18435531 -198.00155755 -390.03615333 -170.31326194]"
"[ -35.12319173 -116.90121526   24.87523716   46.45082988   24.87523716
   46.45082988 -116.90121526   24.87523716 -116.90121526   24.87523716
   35.00317105 -428.11236948  -35.12319173 -116.90121526 -428.11236948
  -35.12319173 -116.90121526   24.87523716   46.45082988]","[-168.84390636  170.34721919  -35.56795124 -138.79332793    7.41615075
   69.12041464  -20.08877169 -203.85271391   17.87810973 -181.01223777
 -116.39425196  201.24806266  113.0389374   201.24806266  113.0389374
   65.29314725 -265.18844866   42.25848098  -12.44224246]","[-164.79765327  -14.70086229 -158.06943311 -147.49686689 -311.06169886
 -267.26020763 -426.19013443 -141.26125058 -311.06169886 -267.26020763
  -56.44346843 -214.49312321 -235.85965686    1.18662561 -164.79765327
 -311.68754594 -373.27760807 -129.2589526  -251.75226393]"
"[ -71.3162187  -126.0253672  -122.92998329   80.49643936  -71.3162187
 -126.0253672  -392.99876453  233.34390269  233.34390269 -122.92998329
  233.34390269 -392.99876453  233.34390269 -122.92998329   80.49643936
 -392.99876453  233.34390269 -122.92998329   80.49643936]","[  54.93808629   64.25958486  129.94869266 -352.05013979   81.86385241
  -72.72515026  165.77582831  248.36092284  189.26646229   -8.69069059
  -56.94710195  122.29817359  147.57057807 -126.61579038  166.7327331
  129.94869266 -352.05013979 -151.45365847  -32.62132648]","[-166.97038777  -31.46401361  110.49244918 -166.97038777 -308.80802465
 -367.30164649 -184.54183936 -224.15565725 -380.17739133 -208.42100751
 -265.16048084 -224.15565725 -127.43812178 -256.2289355  -165.93036606
 -148.77232994 -300.17482545 -380.17739133 -208.42100751]"
"[ -68.29266691  255.75563608  -39.19865126  122.97311152  -18.67663936
   -1.85855121  -68.29266691  255.75563608  -68.29266691  255.75563608
  -39.19865126  122.97311152  -18.67663936   -1.85855121  -68.29266691
  -18.67663936   -1.85855121  255.75563608  -18.67663936]","[   1.09660894   90.65281553  -95.35476956   85.41505606  170.27670922
  -29.08659685   35.51928436  229.14465366   -4.0341374   -57.72964387
 -165.09562064  -95.13303852  170.27670922  -29.08659685   97.72998764
 -122.38836708 -142.37492704  -39.18660783  128.04235964]","[-200.91749498 -307.83045018 -315.41147974 -406.88534964 -120.07937209
  -88.96982178 -154.85979875  -87.66821262 -152.8454156   -88.96982178
 -181.03299078 -446.3620529  -143.20974299 -154.85979875  -87.66821262
 -143.20974299 -354.4810301   -45.00170107 -302.05742511]"
"[-121.67996043  -67.37061943 -114.97498202  108.43511106  108.43511106
   18.10873226 -100.69001017  183.04219736  -67.37061943 -114.97498202
 -100.69001017  183.04219736  108.43511106   18.10873226  -67.37061943
  108.43511106   18.10873226  -67.37061943 -114.97498202]","[   4.42320267  -36.5283042  -238.46446666  108.52761991   57.51689226
  263.64126541   25.77890407   11.63869691   57.51689226  263.64126541
   74.13538517  137.35717099   16.20767127  149.6964057  -119.08376119
  188.25581464  -90.67189304   -4.64402191 -115.60171465]","[-336.0449749  -198.44397119  -43.14415821 -238.51558342 -386.48260277
 -200.15288939 -198.68710412 -239.35923849   46.54772532 -242.12923851
 -227.85259267 -198.68710412 -239.35923849 -163.84352774 -193.19287925
 -238.51558342 -254.28582567 -376.23527572 -163.84352774]"
"[-198.08051858  179.01981241 -198.08051858  179.01981241   73.40814143
  115.03048248  179.01981241  115.02182857  179.01981241  115.02182857
  115.02182857   73.40814143   73.40814143  115.03048248  202.16227884
   73.40814143  115.03048248  202.16227884   44.15721788]","[ -64.60449522  272.79184874   15.30948809   76.08725593   -4.15497509
    2.36729107   15.30948809   76.08725593  -65.85571999 -113.15016843
    9.20363133   38.03299219  187.73138192   69.34667439   63.89374005
  -79.94223119   87.25324067   72.69634551   -5.54026524]","[-480.20662941  -44.74593734 -168.31530104  -40.01236681  -26.77846175
 -320.39461408 -119.26208371 -320.39461408 -119.26208371 -264.4454513
 -284.96505349 -273.25736072  -40.01236681 -337.96111513 -390.62942554
 -390.62942554 -212.32768638 -162.17168096   27.55288877]"
"[ 173.41104419  305.32060399  164.30031869  191.69859246   79.9210567
  173.41104419  109.20957798   79.9210567   305.32060399  164.30031869
  191.69859246  592.58357078  109.20957798   79.9210567   173.41104419
  305.32060399  164.30031869  305.32060399  164.30031869]","[  91.37772766  107.52122614  210.68827602   32.92758287  -73.41043652
   11.90227636  -57.73723956  197.94207986  -62.36941779 -119.5691675
   33.35726237  -14.76333249   97.32683862   33.35726237    0.7023831
   60.02130876   94.38721275  -91.04705743  142.47893723]","[-306.58790166  -37.48815922 -123.11800766  -89.34380809   21.26131939
 -361.53168581   -1.78032851 -109.04597453   -1.78032851 -109.04597453
  -66.09501472 -221.72939564 -207.77399203 -140.558504   -138.91988726
  -29.12827155 -140.558504    -26.27581389  -37.48815922]"
"[ 146.55900541  231.14307719  231.14307719  120.67381267  487.56734993
   64.8533073   142.67984718  142.67984718  487.56734993 -101.97076855
   89.85790023  120.67381267   64.8533073   120.67381267   64.8533073
  142.67984718  487.56734993  142.67984718  487.56734993]","[ 234.11919274   68.55190378  137.9402082    50.98161425  203.77225613
  156.25809819  -98.40690072  -86.4089158   -79.53996494   15.08789512
   68.55190378   88.51336287  174.62789022  103.67998389   55.25054678
  -46.08478473   29.21589814  296.53224605  -99.3238845 ]","[ -41.14094926 -345.30576935  -31.87384634 -207.61455267 -143.746964
 -189.20054188  -31.87384634 -207.61455267  -41.14094926 -169.77799381
 -143.746964   -224.17468666  -27.66655852 -208.19929767 -147.24715965
  -96.46053116 -232.81952408 -429.80979717 -165.79472229]"
"[ 186.22580926  291.60561288  186.22580926  291.60561288  263.44373676
  381.32274309  186.22580926  291.60561288  381.32274309  186.22580926
  213.8390999    93.25510272 -190.03614656   15.41085272  213.8390999
  263.44373676  381.32274309  186.22580926  291.60561288]","[ -80.61983215   -7.75581298 -151.62438088   77.59703192  226.67694333
   84.83882401   80.46166078  124.32163774  277.44882782   34.3064726
 -116.13449558  210.25154643  260.87472591  166.92387558  -24.89448624
 -110.67962288    0.81685955 -124.91160562  -78.563769  ]","[  41.72756276  -72.37000525 -256.07723222 -193.82082295  -99.39379033
 -463.20541326 -413.77698964 -225.8455827  -129.71738482 -136.54241369
 -193.51465607 -193.51465607 -346.90203884 -413.77698964   34.63196058
  -72.37000525 -176.67535043 -227.93801489 -294.69184489]"
"[  64.95526851  280.08767586  -55.0507596   -99.72540822  -55.0507596
  -99.72540822  -55.0507596   -99.72540822  -55.0507596   -99.72540822
  -73.43501933   36.78552962  309.70452743  249.12360158  309.70452743
  249.12360158   64.95526851  280.08767586  249.12360158]","[ -80.61043416   19.4541794    -5.29403624   81.25192363   75.62696891
  163.71465793  106.11460898  118.18739353  132.21586858  106.82956896
   22.3166185    76.51020168  169.58961438 -119.87436722  126.48893149
   64.50469982 -283.5245614  -104.06447808    7.2713673 ]","[-351.08176675  -99.29722757 -138.94141098 -254.06329874  -99.29722757
 -134.13485903   84.89195512 -543.45255423 -365.1526274  -420.88971679
  -46.96080866 -348.44979658   17.53148302  -97.5156908  -275.70261102
 -254.06329874 -307.02437258 -227.88395784 -318.64514955]"
"[ 147.23150163  223.72531267  -73.60229016 -336.10559582  112.62759472
  147.8218681   112.62759472  147.8218681   112.62759472  -73.60229016
 -336.10559582  213.8810066    33.62348732  112.62759472  147.8218681
  -73.60229016 -336.10559582  147.23150163  223.72531267]","[ 253.04645171  -63.55388797   31.77659082  170.92971076   34.37695197
  139.16144734  -16.58593472   44.48456305    3.20910061  -28.44135596
   32.69355185  -33.96980183  202.11903101  130.01038962  189.91581854
 -139.02208136   98.84326165  116.73942608 -169.24972154]","[-514.92997003 -368.72610914 -243.25089615 -321.94335897 -142.48826159
 -280.97212535 -212.04820508 -142.48826159 -220.90031912  -77.69236406
  -68.27241148 -288.82558829  -25.95845746  -76.39890085   46.25373782
 -196.41800016  -25.95845746 -131.15491851]"
"[ 181.04301345   62.35358187  638.11204068  240.91126891   62.35358187
  152.42584602  -61.43027184  181.04301345  -61.43027184  181.04301345
  168.51230882   86.70218861   62.35358187  152.42584602  -61.43027184
  168.51230882   86.70218861   62.35358187  152.42584602]","[  35.5416539   190.08795101  -16.54574594  109.45854033   47.0635033
   28.74101577  -32.03947659  279.51306841  141.51554798   -2.13610261
  307.31325165  212.40623706   83.962524    266.01283197   46.84976158
  244.91965264  174.12568399  201.52568363]","[  64.91114482 -185.48045392 -423.34652974  -47.41565555 -265.11829617
 -327.10064546  -25.12384569 -287.38706943 -342.00586673 -200.75543301
 -160.31278835 -124.67373294 -282.82284415   64.91114482 -185.48045392
  -25.12384569 -244.79356942 -111.18350635  -88.80989003]"
"[ 190.96805769  267.28788753  184.85618055  335.2919133   267.28788753
  -48.87108577  184.85618055  335.2919133   -48.87108577  184.85618055
  267.28788753  -48.87108577   65.63153603   65.63153603  190.96805769
  238.09780985 -125.35364652  184.85618055  335.2919133 ]","[ -27.73554844   68.15405484   34.44807667   16.40092892  215.20538013
   50.94969545  -33.03164153   81.54064804   86.2819544   107.0390084
 -131.20941975   92.50672643  186.49129557   95.10726913  131.74608452
   25.37491301  176.31471072  -66.3717939   -82.08217262]","[  42.81708144 -218.84716034 -430.23228613 -349.05837682  -56.73767289
 -118.80937529 -436.25341572 -218.84716034 -430.23228613  -12.20471446
   97.65498387 -298.17456251 -425.60526446 -352.73610626 -474.24226425
 -474.24226425 -443.16142353  -33.22586355   46.2179829 ]"
