policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.01431556 -0.30054189  0.09394647 ...,  0.01711719 -0.03873502
 -0.04438249]","[ 0.09806607  0.03553317 -0.07937758 ...,  0.01894004  0.02725268
 -0.04219213]","[ 0.29175471  0.21649107  0.08814077 ...,  0.09292731 -0.03767584
  0.0017802 ]","[ 0.35727962  0.0147777  -0.34756931 ...,  0.00571117  0.14230167
  0.20937754]","[-0.13654442 -0.22660116 -0.02400229 ..., -0.06246768 -0.06239144
 -0.0738445 ]","[ 0.07862535 -0.33907179 -0.08015864 ...,  0.04384287 -0.02597769
 -0.08060138]","[-0.08534959 -0.00908532  0.35337381 ..., -0.03383109  0.09478175
  0.05430349]","[ 0.10228638  0.34985547  0.25996953 ...,  0.05258299 -0.07467279
  0.00388188]","[-0.23840331  0.32573381  0.05186278 ...,  0.05902731 -0.0794392
 -0.08144336]","[ 0.04482401  0.12098669  0.09873521 ..., -0.0423495   0.09079612
 -0.02753633]"
"[-0.00901215 -0.29400959  0.10703606 ...,  0.00297697 -0.04321572
 -0.04653568]","[ 0.09693921  0.03525902 -0.08069655 ...,  0.01894913  0.02438993
 -0.04366484]","[ 0.29217659  0.21790504  0.08541573 ...,  0.09207548 -0.03948271
 -0.00048527]","[ 0.35719966  0.01259965 -0.35001604 ...,  0.00892205  0.14137633
  0.21580544]","[-0.13769762 -0.22861752 -0.02384258 ..., -0.06484881 -0.06442231
 -0.07366945]","[ 0.08171837 -0.33984398 -0.08207414 ...,  0.04331401 -0.02255281
 -0.08229055]","[-0.08456185 -0.00557386  0.35277911 ..., -0.03663773  0.09207971
  0.05242825]","[ 0.10091846  0.35003024  0.25953713 ...,  0.05159718 -0.07424087
  0.00318348]","[-0.23995042  0.329162    0.05271705 ...,  0.0633712  -0.08057581
 -0.07870962]","[ 0.04595528  0.12137319  0.09782229 ..., -0.04025281  0.09183512
 -0.02361627]"
"[-0.011597   -0.29770462  0.11284553 ..., -0.01130945 -0.04899833
 -0.05278115]","[ 0.09696018  0.03459053 -0.08042338 ...,  0.01607513  0.01987295
 -0.04377932]","[ 0.29460955  0.22083432  0.08383537 ...,  0.09349773 -0.04099863
 -0.00351689]","[ 0.35754818  0.01148828 -0.3543468  ...,  0.01059455  0.14254496
  0.22099039]","[-0.13341358 -0.22417886 -0.02168432 ..., -0.07317775 -0.06548413
 -0.07252507]","[ 0.08434131 -0.33867367 -0.08267552 ...,  0.04044861 -0.0217971
 -0.08614785]","[-0.08433035 -0.0067548   0.35314303 ..., -0.03906673  0.09154212
  0.05023558]","[ 0.1006367   0.35037264  0.2587816  ...,  0.05099806 -0.07378734
  0.00365128]","[-0.24028625  0.33007524  0.05264049 ...,  0.06238959 -0.08194017
 -0.07574847]","[ 0.04354354  0.1221851   0.09617265 ..., -0.03829515  0.09305554
 -0.02099023]"
"[-0.01271248 -0.29635412  0.11435729 ..., -0.01608021 -0.05547279
 -0.05539878]","[ 0.09741525  0.03607045 -0.08001983 ...,  0.01291256  0.01568236
 -0.04174469]","[ 0.29536109  0.2230671   0.08240219 ...,  0.09533253 -0.04491748
 -0.0065747 ]","[ 0.35749022  0.01081403 -0.35972622 ...,  0.01358258  0.14198469
  0.22786988]","[-0.12704656 -0.2176046  -0.02059311 ..., -0.08220703 -0.06344718
 -0.0725294 ]","[ 0.08717843 -0.33896913 -0.08860463 ...,  0.04360859 -0.02058853
 -0.08574607]","[-0.08457221 -0.00752116  0.35298305 ..., -0.04043894  0.08930823
  0.04367339]","[ 0.10121308  0.35032645  0.25711118 ...,  0.05152963 -0.07382221
  0.00417913]","[-0.23887033  0.32557327  0.05380381 ...,  0.06366601 -0.08713861
 -0.07072116]","[ 0.04005105  0.12102767  0.09485414 ..., -0.04130376  0.0921521
 -0.01953211]"
"[-0.0102309  -0.29177731  0.11568675 ..., -0.01311782 -0.05840225
 -0.05549212]","[ 0.09698516  0.03645787 -0.08071405 ...,  0.0097851   0.01293117
 -0.04014839]","[ 0.2964106   0.22399703  0.08098268 ...,  0.09612358 -0.04818549
 -0.00746774]","[ 0.35643762  0.01297502 -0.35918914 ...,  0.01322436  0.14496186
  0.23482396]","[-0.12152683 -0.21277272 -0.01956643 ..., -0.08863589 -0.0641022
 -0.07017655]","[ 0.09286103 -0.33957442 -0.08653962 ...,  0.04545291 -0.01839217
 -0.08625562]","[-0.08526441 -0.00588308  0.35228379 ..., -0.04230363  0.09118563
  0.03682633]","[ 0.10191544  0.35032632  0.25667127 ...,  0.05391323 -0.07255471
  0.00375182]","[-0.23778498  0.32139471  0.05409488 ...,  0.06345094 -0.09052185
 -0.06996412]","[ 0.03783285  0.12211442  0.09089793 ..., -0.03954483  0.09029798
 -0.01550683]"
"[-0.0124181  -0.29430954  0.11297757 ..., -0.01100084 -0.05712235
 -0.06004173]","[ 0.09605545  0.03843891 -0.08052789 ...,  0.00908507  0.01016974
 -0.03708654]","[ 0.29706295  0.22536389  0.07924838 ...,  0.09810571 -0.05195666
 -0.01224099]","[ 0.3556325   0.0164776  -0.35600645 ...,  0.01356491  0.14896371
  0.2437341 ]","[-0.12315287 -0.2134138  -0.01715712 ..., -0.09315596 -0.06362789
 -0.07051318]","[ 0.09492367 -0.33991904 -0.08763451 ...,  0.04598648 -0.01825809
 -0.08705902]","[-0.08497161 -0.00710573  0.35265344 ..., -0.04269991  0.09406996
  0.03009412]","[ 0.10094968  0.35074159  0.25659802 ...,  0.0531383  -0.07147407
  0.00302874]","[-0.23819964  0.31854307  0.05490549 ...,  0.06619708 -0.09326197
 -0.06903448]","[ 0.03370727  0.12380223  0.08438298 ..., -0.03750973  0.09240678
 -0.01548857]"
"[-0.01255553 -0.29541367  0.11203701 ..., -0.010367   -0.0540746
 -0.06290839]","[ 0.09614254  0.03935415 -0.07803978 ...,  0.00840378  0.00511824
 -0.03718473]","[ 0.29788338  0.22657417  0.07922028 ...,  0.09923786 -0.05545132
 -0.01578664]","[ 0.35466881  0.01588941 -0.35722469 ...,  0.0165073   0.1503891   0.2543434 ]","[-0.13055371 -0.22140679 -0.01785842 ..., -0.09238673 -0.06513968
 -0.07134638]","[ 0.09414609 -0.34002056 -0.08462844 ...,  0.04460643 -0.01637286
 -0.0882249 ]","[-0.08464152 -0.00850173  0.35217629 ..., -0.0432737   0.09713922
  0.02699053]","[ 0.10184386  0.35065751  0.2524204  ...,  0.05448742 -0.07207637
 -0.00115742]","[-0.23927896  0.31891713  0.05557715 ...,  0.07131019 -0.09609518
 -0.07220913]","[ 0.03186792  0.12366283  0.08530528 ..., -0.03899568  0.0957012
 -0.01435721]"
"[-0.00736738 -0.2893083   0.11572168 ..., -0.01141537 -0.05217934
 -0.05821873]","[ 0.09559284  0.03780204 -0.07474073 ...,  0.00847176  0.00040333
 -0.03619221]","[ 0.29782705  0.22900472  0.07887767 ...,  0.09994552 -0.05615006
 -0.01688859]","[ 0.35411825  0.01716282 -0.35554901 ...,  0.01637014  0.14780343
  0.26124496]","[-0.13575946 -0.22730218 -0.01810182 ..., -0.09249887 -0.06552236
 -0.07038778]","[ 0.09300887 -0.34008699 -0.08565284 ...,  0.04393754 -0.01519247
 -0.09010968]","[-0.08421741 -0.01088102  0.35150794 ..., -0.04367572  0.09887242
  0.0227556 ]","[ 0.10439959  0.35045084  0.24908245 ...,  0.05738297 -0.07146463
 -0.00327888]","[-0.23960135  0.31737192  0.05563837 ...,  0.07436681 -0.09479948
 -0.07168635]","[ 0.02969231  0.12405113  0.08779956 ..., -0.04140324  0.09913428
 -0.01530331]"
"[ 0.0030127  -0.27571316  0.12613743 ..., -0.01026812 -0.04969253
 -0.05280833]","[ 0.09524254  0.0376461  -0.07023304 ...,  0.01039059 -0.00381172
 -0.03729632]","[ 0.29905606  0.23186417  0.07872365 ...,  0.09937378 -0.05520119
 -0.0190818 ]","[ 0.35404022  0.01816418 -0.35444192 ...,  0.0179166   0.14870774
  0.26438081]","[-0.13786346 -0.22628102 -0.01745426 ..., -0.09388004 -0.06735215
 -0.07251421]","[ 0.09183898 -0.33879876 -0.08146345 ...,  0.03999794 -0.01583632
 -0.08654048]","[-0.08248475 -0.01511928  0.35254261 ..., -0.04395365  0.10035568
  0.0153384 ]","[ 0.10593314  0.35036588  0.24788036 ...,  0.05977635 -0.06913371
 -0.00305515]","[-0.24002514  0.31673274  0.05575155 ...,  0.07815713 -0.09432084
 -0.07310981]","[ 0.03217528  0.12276672  0.09162237 ..., -0.04384295  0.09937782
 -0.01512101]"
"[ 0.00477523 -0.27097856  0.13058628 ..., -0.01213    -0.05026913
 -0.05390603]","[ 0.09368193  0.03676652 -0.06997108 ...,  0.01341902 -0.00177326
 -0.03910892]","[ 0.29962509  0.23122174  0.07798825 ...,  0.0998033  -0.05614446
 -0.02146701]","[ 0.35363192  0.01602605 -0.35352257 ...,  0.02006796  0.14913164
  0.26828276]","[-0.14304831 -0.22905617 -0.01701595 ..., -0.0944064  -0.06943752
 -0.06964395]","[ 0.09122495 -0.33719049 -0.07761641 ...,  0.0400873  -0.01934789
 -0.08811114]","[-0.08134575 -0.01574519  0.35353235 ..., -0.04537088  0.09900243
  0.01211485]","[ 0.10886588  0.35088791  0.24829539 ...,  0.06256818 -0.0696526
 -0.00604062]","[-0.24047134  0.31363863  0.05551468 ...,  0.07934709 -0.0958993
 -0.07320096]","[ 0.03463449  0.12286292  0.09191585 ..., -0.0459196   0.0975375
 -0.01837431]"
"[ 0.00333194 -0.27072549  0.12861696 ..., -0.0122625  -0.05325373
 -0.0558251 ]","[ 0.09091111  0.03472343 -0.07642772 ...,  0.01479398 -0.00044461
 -0.04354686]","[ 0.29914469  0.22784613  0.0767853  ...,  0.10084709 -0.05762671
 -0.02230049]","[ 0.35339402  0.01181985 -0.35398327 ...,  0.02252286  0.14448757
  0.26926338]","[-0.14321491 -0.23032952 -0.01749437 ..., -0.09494284 -0.07120194
 -0.06864922]","[ 0.09281957 -0.33790709 -0.08119833 ...,  0.0434831  -0.02401588
 -0.08511628]","[-0.08154543 -0.0135656   0.35310615 ..., -0.04727785  0.09679876
  0.0105211 ]","[ 0.11096597  0.35159685  0.2486755  ...,  0.06392877 -0.06820965
 -0.00611702]","[-0.2413208   0.30926195  0.05565373 ...,  0.08004938 -0.09587641
 -0.0739987 ]","[ 0.03458739  0.12208744  0.09309741 ..., -0.04803456  0.09644849
 -0.01972983]"
"[ 0.00095522 -0.27122831  0.12390732 ..., -0.01343064 -0.05872394
 -0.05964938]","[  9.07260408e-02   3.37501577e-02  -7.85046562e-02 ...,   1.60383115e-02
  -2.06618484e-05  -4.86801531e-02]","[ 0.29639039  0.22430504  0.07488045 ...,  0.1025004  -0.0598476
 -0.02056274]","[ 0.35357329  0.00845005 -0.35570829 ...,  0.02376088  0.14173862
  0.27100012]","[-0.14276675 -0.23458724 -0.0185196  ..., -0.09508626 -0.07327692
 -0.06789025]","[ 0.0993599  -0.33996831 -0.08281876 ...,  0.04363039 -0.02295584
 -0.0851086 ]","[-0.08148468 -0.01026251  0.35181529 ..., -0.04945635  0.09731291
  0.0108295 ]","[ 0.11117771  0.35202715  0.24720064 ...,  0.06728975 -0.06645546
 -0.00714572]","[-0.24104396  0.30663319  0.05559793 ...,  0.08060338 -0.09699913
 -0.07346432]","[ 0.03713564  0.12210027  0.09326797 ..., -0.04718437  0.09364645
 -0.01690667]"
"[-0.00505264 -0.27480145  0.11772671 ..., -0.01855018 -0.06172748
 -0.06126281]","[ 0.09574499  0.03363589 -0.07233045 ...,  0.01449741 -0.00290574
 -0.05598476]","[ 0.29491211  0.2233772   0.07435557 ...,  0.10198353 -0.06282299
 -0.01923536]","[ 0.35320134  0.00828369 -0.35168841 ...,  0.02428551  0.14055741
  0.27360253]","[-0.1445894  -0.23978709 -0.01869772 ..., -0.09454783 -0.07711977
 -0.06741917]","[ 0.10825721 -0.34106718 -0.08298954 ...,  0.0435827  -0.02282415
 -0.09025179]","[-0.08197901 -0.00797487  0.35083051 ..., -0.05234105  0.09679649
  0.00996937]","[ 0.10987036  0.35300452  0.25010795 ...,  0.06825146 -0.06668568
 -0.00673601]","[-0.23867861  0.30327949  0.05380956 ...,  0.0754746  -0.09750492
 -0.0754856 ]","[ 0.03513162  0.12329288  0.09283008 ..., -0.04861095  0.09637394
 -0.01416159]"
"[-0.00529211 -0.27540665  0.11964468 ..., -0.02059117 -0.06496365
 -0.05547964]","[ 0.09852373  0.03356367 -0.071365   ...,  0.01504971 -0.01264999
 -0.06323003]","[ 0.2940192   0.22267458  0.07348308 ...,  0.10262434 -0.06712231
 -0.01873855]","[ 0.35314942  0.0080873  -0.34976472 ...,  0.02470668  0.13862746
  0.27756404]","[-0.14564662 -0.24112382 -0.01823138 ..., -0.09518834 -0.07824232
 -0.06975607]","[ 0.11697154 -0.343377   -0.08324011 ...,  0.04209739 -0.01976345
 -0.08833574]","[-0.08301874 -0.00738322  0.34910679 ..., -0.05783227  0.09630574
  0.01010637]","[ 0.10987124  0.35329931  0.25193378 ...,  0.06903222 -0.06584188
 -0.00310302]","[-0.23673537  0.29678893  0.05270399 ...,  0.07316091 -0.09605446
 -0.0769804 ]","[ 0.03430995  0.12237399  0.0974166  ..., -0.05014613  0.09749137
 -0.01631192]"
"[-0.00132752 -0.26903375  0.12229551 ..., -0.01704474 -0.07118839
 -0.05153814]","[ 0.09811922  0.03504132 -0.07397877 ...,  0.01524859 -0.02496363
 -0.06342047]","[ 0.29159302  0.22109044  0.07249226 ...,  0.10517527 -0.06953272
 -0.02018184]","[ 0.35335223  0.00969352 -0.34894664 ...,  0.02549191  0.13816397
  0.28121199]","[-0.14798717 -0.24406574 -0.01889021 ..., -0.09658207 -0.07912818
 -0.07144363]","[ 0.12652947 -0.3465052  -0.0827143  ...,  0.04421416 -0.02007521
 -0.08571757]","[-0.08557918 -0.00966202  0.34768107 ..., -0.06123412  0.09702197
  0.00976513]","[ 0.10946962  0.35335765  0.25272029 ...,  0.07141707 -0.06438004
 -0.00038284]","[-0.23662531  0.29644898  0.05233686 ...,  0.07606    -0.09538446
 -0.08338225]","[ 0.03270766  0.12227966  0.09749092 ..., -0.05550424  0.09708291
 -0.01464807]"
"[ 0.00398793 -0.26118296  0.1230995  ..., -0.01348812 -0.07622939
 -0.05081429]","[ 0.09796296  0.03520374 -0.07619162 ...,  0.0136768  -0.03452745
 -0.06077004]","[ 0.28792587  0.22026287  0.07088965 ...,  0.10758821 -0.07269276
 -0.02227725]","[ 0.35416834  0.01158075 -0.35408685 ...,  0.02524131  0.13538768
  0.28671877]","[-0.14865722 -0.2462673  -0.0203346  ..., -0.09589787 -0.07979086
 -0.07028693]","[ 0.13135826 -0.34813431 -0.08607537 ...,  0.05000082 -0.01856673
 -0.0863318 ]","[-0.08584307 -0.0133464   0.34779928 ..., -0.06276123  0.09919418
  0.00846444]","[ 0.11141047  0.35295576  0.25199018 ...,  0.07427842 -0.0639659
  0.00258136]","[-0.23478688  0.29845844  0.05079807 ...,  0.07671215 -0.09832906
 -0.08524653]","[ 0.02764962  0.12227888  0.09783115 ..., -0.06200083  0.09283547
 -0.01761405]"
"[ 0.00980467 -0.25488655  0.12890515 ..., -0.01448146 -0.07654675
 -0.05353428]","[ 0.09822945  0.03565907 -0.07218867 ...,  0.01484682 -0.04180706
 -0.05709088]","[ 0.28348195  0.21913365  0.07104747 ...,  0.1083643  -0.07470318
 -0.02443418]","[ 0.35530152  0.0139848  -0.3606471  ...,  0.02443372  0.13320926
  0.29370033]","[-0.14768786 -0.24706954 -0.02091424 ..., -0.09589446 -0.08025271
 -0.07169646]","[ 0.13036702 -0.34865802 -0.08578072 ...,  0.05168179 -0.01653057
 -0.09020307]","[-0.08504415 -0.01647567  0.34984014 ..., -0.0651082   0.09692835
  0.00737443]","[ 0.11364422  0.35264645  0.24909329 ...,  0.07615953 -0.06441682
  0.00315971]","[-0.2322329   0.30035938  0.04937509 ...,  0.07691094 -0.09981836
 -0.08272604]","[ 0.02642328  0.12137163  0.09970893 ..., -0.0645729   0.0869962
 -0.01403862]"
"[ 0.01787928 -0.24833526  0.13832909 ..., -0.01562761 -0.0751175
 -0.05529024]","[ 0.1013096   0.03707787 -0.06279654 ...,  0.01801673 -0.04470305
 -0.05457832]","[ 0.28130648  0.21544185  0.07190027 ...,  0.10957519 -0.07654598
 -0.02890726]","[ 0.3553129   0.0113856  -0.36607657 ...,  0.02726766  0.13116149
  0.29975868]","[-0.14946715 -0.24814351 -0.02084653 ..., -0.09369375 -0.08132758
 -0.06986862]","[ 0.13172409 -0.34872463 -0.07971533 ...,  0.05041917 -0.01476552
 -0.09073237]","[-0.08338017 -0.02293453  0.35415428 ..., -0.06491387  0.09342478
  0.00432693]","[ 0.11267044  0.35338941  0.25254245 ...,  0.07577196 -0.06227197
  0.00344004]","[-0.23102003  0.30291939  0.04853954 ...,  0.07806208 -0.0986834
 -0.08356892]","[ 0.02727565  0.1214026   0.10616709 ..., -0.06397572  0.07972408
 -0.01006141]"
"[ 0.02107848 -0.24556541  0.1411624  ..., -0.01563175 -0.07250886
 -0.04931821]","[ 0.10332148  0.03619235 -0.05733068 ...,  0.0226104  -0.04380512
 -0.05603374]","[ 0.28109274  0.21138132  0.07175021 ...,  0.11064809 -0.07777638
 -0.03225941]","[ 0.35487201  0.00906279 -0.36535677 ...,  0.02922034  0.12613601
  0.30519251]","[-0.15217099 -0.24938053 -0.02061707 ..., -0.09243961 -0.08122007
 -0.06634523]","[ 0.12796536 -0.34747624 -0.07334419 ...,  0.04928656 -0.01584167
 -0.09189444]","[-0.08326714 -0.02619007  0.35667339 ..., -0.0664733   0.08897658
  0.00125423]","[ 0.11337668  0.35379532  0.25276308 ...,  0.07484443 -0.06146926
  0.00731805]","[-0.22946634  0.30449568  0.04775301 ...,  0.07446159 -0.09389417
 -0.08373824]","[ 0.02589048  0.12191335  0.1144473  ..., -0.06786474  0.07308505
 -0.00562131]"
"[ 0.02519734 -0.24382592  0.14783842 ..., -0.01835817 -0.06601806
 -0.04383799]","[ 0.10688726  0.03508175 -0.04874805 ...,  0.02696882 -0.04257072
 -0.0602833 ]","[ 0.275935    0.20922269  0.06929478 ...,  0.10995269 -0.08176723
 -0.03445669]","[ 0.35526878  0.00690062 -0.36485915 ...,  0.02979757  0.12523198
  0.30998019]","[-0.1514544  -0.2493923  -0.02054244 ..., -0.09316984 -0.07993636
 -0.06348643]","[ 0.12260607 -0.34475433 -0.07270097 ...,  0.04972153 -0.01531742
 -0.09232041]","[-0.08347477 -0.02245061  0.35623564 ..., -0.07056248  0.08394145
  0.00226265]","[ 0.11479612  0.35370957  0.25118066 ...,  0.07396995 -0.05959079
  0.01234005]","[-0.23057472  0.30482376  0.04850491 ...,  0.07463966 -0.08978543
 -0.08730533]","[ 0.03048725  0.12038384  0.1238462  ..., -0.0641762   0.0685662
  0.00119436]"
"[ 0.02322022 -0.24732392  0.1502034  ..., -0.01936417 -0.07068823
 -0.04494469]","[ 0.11143102  0.03401306 -0.04036248 ...,  0.02814424 -0.04131434
 -0.0644091 ]","[ 0.27361469  0.21123306  0.06756731 ...,  0.10600286 -0.08106513
 -0.03776725]","[ 0.3560191   0.00539252 -0.36803148 ...,  0.02994229  0.12755635
  0.31279856]","[-0.15197338 -0.24948602 -0.02029238 ..., -0.09235738 -0.0797704
 -0.06296749]","[ 0.1204594  -0.34437302 -0.07688228 ...,  0.05447966 -0.01534476
 -0.09532057]","[ -8.18522968e-02  -2.43579366e-02   3.57949400e-01 ...,  -7.14224275e-02
   7.52876947e-02   1.07900970e-04]","[ 0.11495892  0.35407228  0.25026862 ...,  0.07163837 -0.05863868
  0.0135085 ]","[-0.23043297  0.30270972  0.04967654 ...,  0.07805939 -0.08873048
 -0.09086428]","[ 0.03036109  0.12171729  0.12909687 ..., -0.06394911  0.06678281
  0.00198996]"
"[ 0.02408889 -0.24217129  0.14764517 ..., -0.01637075 -0.08048632
 -0.04900685]","[ 0.11096662  0.03149196 -0.04377767 ...,  0.0291144  -0.04115486
 -0.06952982]","[ 0.27020613  0.21121702  0.06451274 ...,  0.10484053 -0.07496223
 -0.04044763]","[ 0.35615326  0.00399987 -0.36938078 ...,  0.03300858  0.12613095
  0.31323987]","[-0.1515252  -0.24625451 -0.0198956  ..., -0.09332701 -0.07783439
 -0.06287284]","[ 0.12065654 -0.34542752 -0.0806581  ...,  0.0591423  -0.0129289
 -0.10077181]","[-0.0833836  -0.02254556  0.35731755 ..., -0.07342346  0.07140039
 -0.0027329 ]","[ 0.11463575  0.35387523  0.24863024 ...,  0.06866341 -0.06008105
  0.01448578]","[-0.23115456  0.30221042  0.05082147 ...,  0.08180194 -0.09047085
 -0.09180004]","[ 0.02937246  0.12205822  0.13378883 ..., -0.06382467  0.06876574
  0.00674927]"
"[ 0.02400124 -0.23866483  0.14524948 ..., -0.01528004 -0.08584195
 -0.05055313]","[ 0.10815668  0.02800227 -0.04849369 ...,  0.03437235 -0.04385841
 -0.0765712 ]","[ 0.26593697  0.20996201  0.06209099 ...,  0.10451191 -0.0690085
 -0.04024751]","[ 0.35683504  0.00315234 -0.37301673 ...,  0.03366371  0.12492249
  0.31244186]","[-0.15241942 -0.24598796 -0.01984042 ..., -0.09366396 -0.0791591
 -0.06232034]","[ 0.11745511 -0.34322807 -0.08193544 ...,  0.06067555 -0.0108374
 -0.10134747]","[-0.08424876 -0.02061816  0.35941341 ..., -0.07364697  0.06702487
 -0.00862907]","[ 0.11599423  0.35349435  0.24571726 ...,  0.06655722 -0.05893728
  0.01861116]","[-0.23195328  0.29908369  0.05304064 ...,  0.08593941 -0.09438794
 -0.08914948]","[ 0.02913282  0.12349674  0.13252797 ..., -0.06266623  0.06846448
  0.00715367]"
"[ 0.02408249 -0.23513332  0.14671267 ..., -0.01517228 -0.08828812
 -0.04897423]","[ 0.10696159  0.02555005 -0.0479453  ...,  0.03757214 -0.0513546
 -0.07970587]","[ 0.2668545   0.21289942  0.05857283 ...,  0.10512989 -0.06572559
 -0.03933756]","[ 0.35706011  0.00094704 -0.3733536  ...,  0.03476878  0.12489393
  0.31176732]","[-0.15410735 -0.24870309 -0.02030237 ..., -0.09277675 -0.08206008
 -0.05947766]","[ 0.11525498 -0.34158767 -0.08337844 ...,  0.06104832 -0.01341107
 -0.10116977]","[-0.08613823 -0.01849619  0.36078539 ..., -0.07599173  0.06352183
 -0.01415124]","[ 0.11410935  0.35371885  0.24535506 ...,  0.0643655  -0.05627398
  0.02065239]","[-0.23117758  0.29790677  0.05425833 ...,  0.09019409 -0.09498009
 -0.08713842]","[ 0.02871927  0.12393176  0.1308345  ..., -0.06260828  0.06891372
  0.00309003]"
"[ 0.02050147 -0.23321402  0.14041439 ..., -0.01095297 -0.08957464
 -0.04408348]","[ 0.10547012  0.02407501 -0.04663174 ...,  0.03971196 -0.0606533
 -0.08399528]","[ 0.27085943  0.21607721  0.05617883 ...,  0.10741833 -0.06132969
 -0.03738355]","[ 0.35686944 -0.00159644 -0.37354898 ...,  0.03825341  0.11967009
  0.30987066]","[-0.15627353 -0.25247547 -0.02117096 ..., -0.09068392 -0.08390491
 -0.06073312]","[ 0.1140049  -0.3404475  -0.08041827 ...,  0.05937536 -0.01387221
 -0.09690981]","[-0.08848531 -0.01197614  0.35835397 ..., -0.08410329  0.0642466
 -0.02004008]","[ 0.11553704  0.35386401  0.24297035 ...,  0.06266859 -0.0552731
  0.02395388]","[-0.23132433  0.2985678   0.05360327 ...,  0.09164338 -0.09618608
 -0.08476361]","[ 0.03302568  0.12337461  0.13377109 ..., -0.0601889   0.06626415
  0.00246769]"
"[ 0.01631185 -0.23457334  0.13201416 ..., -0.0087212  -0.08864138
 -0.04023821]","[ 0.10597065  0.02249557 -0.04745006 ...,  0.03542538 -0.07102944
 -0.08942752]","[ 0.27559542  0.21946451  0.05343342 ...,  0.1110485  -0.05541835
 -0.03743429]","[ 0.35705836 -0.00111454 -0.37387361 ...,  0.03990416  0.11325332
  0.31060068]","[-0.15636893 -0.25194146 -0.02138728 ..., -0.09082315 -0.08578698
 -0.06049235]","[ 0.11351276 -0.34013682 -0.07781061 ...,  0.05570524 -0.01365648
 -0.09732667]","[-0.09081048 -0.0092884   0.35775491 ..., -0.08702056  0.06601143
 -0.02288399]","[ 0.1194632   0.35380906  0.23759381 ...,  0.06208284 -0.05630202
  0.02687317]","[-0.23165281  0.29581046  0.05344369 ...,  0.08890193 -0.09846083
 -0.08352706]","[ 0.02939176  0.12718799  0.12561032 ..., -0.05962933  0.06456493
 -0.00175257]"
"[ 0.01803065 -0.23009771  0.12965896 ..., -0.00811066 -0.08635157
 -0.03585402]","[ 0.10765699  0.02215479 -0.04879876 ...,  0.0336323  -0.07890231
 -0.09677684]","[ 0.27829691  0.22165136  0.05021279 ...,  0.11261132 -0.05293337
 -0.03621657]","[ 0.35791558  0.00232854 -0.37589872 ...,  0.03760846  0.1083396
  0.31292278]","[-0.15752516 -0.25199458 -0.02148563 ..., -0.08819781 -0.08735145
 -0.06145257]","[ 0.10873666 -0.33715646 -0.07848957 ...,  0.056801   -0.01331595
 -0.0994281 ]","[-0.09022177 -0.00879837  0.35904712 ..., -0.09019674  0.06399572
 -0.02602657]","[ 0.12380291  0.35366914  0.2334739  ...,  0.06508609 -0.05831998
  0.02528039]","[-0.23295245  0.2857006   0.05650944 ...,  0.08870796 -0.09997059
 -0.08119492]","[ 0.02802309  0.12654723  0.12575827 ..., -0.06150804  0.06523458
 -0.00382996]"
"[ 0.01556502 -0.23144456  0.12702798 ..., -0.00705108 -0.08567704
 -0.03219682]","[ 0.10797778  0.02253825 -0.04955819 ...,  0.03263548 -0.08436743
 -0.09802672]","[ 0.28240514  0.22326693  0.04768858 ...,  0.11144463 -0.04894636
 -0.03645025]","[ 0.35888326  0.00520021 -0.37641369 ...,  0.03535581  0.10349818
  0.31376936]","[-0.15694049 -0.25140995 -0.02258729 ..., -0.08629426 -0.08765558
 -0.06238745]","[ 0.10690115 -0.33617117 -0.0803683  ...,  0.05686524 -0.01292799
 -0.0977583 ]","[-0.08910478 -0.01033309  0.36152488 ..., -0.09267427  0.06554536
 -0.02835901]","[ 0.12511545  0.35400428  0.22933929 ...,  0.06521628 -0.0610739
  0.02593606]","[-0.23429624  0.28457084  0.05808251 ...,  0.09118447 -0.09807585
 -0.08156257]","[ 0.02762026  0.12639463  0.12716292 ..., -0.06351699  0.06137725
 -0.00459497]"
"[ 0.01794679 -0.23118765  0.12871215 ..., -0.00398942 -0.08425445
 -0.03314587]","[ 0.10591888  0.02092571 -0.05424494 ...,  0.02974436 -0.09218394
 -0.09411855]","[ 0.28430778  0.22279064  0.04553472 ...,  0.11095811 -0.04345538
 -0.03639069]","[ 0.35993683  0.00658271 -0.37780704 ...,  0.03336291  0.09890806
  0.31073771]","[-0.15781486 -0.25388841 -0.0238379  ..., -0.08392808 -0.09036734
 -0.0641616 ]","[ 0.10422602 -0.3356469  -0.08230927 ...,  0.05753596 -0.01315768
 -0.09649064]","[-0.09061158 -0.00982145  0.36043649 ..., -0.0946988   0.06843632
 -0.02990231]","[ 0.12663967  0.35440423  0.224972   ...,  0.06583871 -0.05946874
  0.02688675]","[-0.23359788  0.28691252  0.05673434 ...,  0.09144986 -0.09669653
 -0.08714528]","[ 0.02309928  0.1265218   0.12586599 ..., -0.06409566  0.05586199
 -0.0075312 ]"
