policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.05070789 -0.33217845  0.16868049 ...,  0.03500001 -0.005       0.005     ]","[ 0.10839474  0.0330608  -0.06481221 ..., -0.01349999 -0.0275      0.0105    ]","[ 0.21308647  0.19853725  0.06307464 ...,  0.028      -0.005      -0.032     ]","[ 0.31397114 -0.00196328 -0.34909268 ..., -0.04100001  0.06        0.059     ]","[-0.09901168 -0.25195641 -0.02053546 ..., -0.015      -0.009      -0.087     ]","[ 0.04300437 -0.34657944 -0.12900997 ..., -0.00700001 -0.05099999 -0.019     ]","[-0.08846847  0.02403571  0.29760515 ..., -0.047       0.05       -0.089     ]","[ 0.08732041  0.3682161   0.22568864 ...,  0.026      -0.014      -0.083     ]","[-0.26954405  0.27381445  0.05306372 ...,  0.0265     -0.0475     -0.0315    ]","[ 0.07816303  0.09204301  0.11998901 ..., -0.087      -0.08       -0.06      ]"
"[-0.05270789 -0.33517845  0.16468049 ...,  0.03500001 -0.01        0.004     ]","[ 0.10589474  0.0335608  -0.06531221 ..., -0.01099999 -0.028       0.008     ]","[ 0.21058647  0.19603725  0.06057464 ...,  0.0295     -0.0045     -0.0325    ]","[ 0.31297114 -0.00096328 -0.34809268 ..., -0.04000001  0.059       0.061     ]","[-0.10051168 -0.25245641 -0.02003546 ..., -0.0145     -0.0095     -0.0875    ]","[ 0.04300437 -0.34757944 -0.13400997 ..., -0.00800001 -0.05199999 -0.019     ]","[-0.08446848  0.02303571  0.29460515 ..., -0.045       0.052      -0.089     ]","[ 0.08882041  0.3697161   0.22518864 ...,  0.0285     -0.0135     -0.0835    ]","[-0.26904405  0.27631445  0.04856373 ...,  0.025      -0.052      -0.033     ]","[ 0.07766303  0.09354301  0.12048901 ..., -0.0845     -0.0785     -0.0635    ]"
"[-0.05570789 -0.33717845  0.16468049 ...,  0.03300001 -0.012       0.005     ]","[ 0.10289474  0.0345608  -0.06431221 ..., -0.00799999 -0.026       0.004     ]","[ 0.21208646  0.19653724  0.06207464 ...,  0.027      -0.001      -0.036     ]","[ 0.31097114  0.00203672 -0.34609268 ..., -0.03800001  0.055       0.063     ]","[-0.09701168 -0.25095641 -0.02053546 ..., -0.013      -0.008      -0.086     ]","[ 0.04400437 -0.34657944 -0.13300997 ..., -0.00900001 -0.05099999 -0.02      ]","[-0.08396848  0.02153571  0.29510515 ..., -0.0455      0.0515     -0.0905    ]","[ 0.08732041  0.3682161   0.22668864 ...,  0.03       -0.015      -0.084     ]","[-0.27004405  0.27931445  0.04556373 ...,  0.028      -0.056      -0.035     ]","[ 0.07616303  0.09504301  0.11898901 ..., -0.083      -0.079      -0.063     ]"
"[-0.05870789 -0.34017845  0.16668049 ...,  0.03300001 -0.011       0.003     ]","[ 0.10189474  0.0345608  -0.06331221 ..., -0.00599999 -0.028       0.002     ]","[ 0.21008646  0.19653724  0.06207464 ...,  0.024       0.002      -0.04      ]","[ 0.30947114  0.00453672 -0.34659268 ..., -0.03650001  0.0515      0.0645    ]","[-0.09701168 -0.24995641 -0.01853546 ..., -0.013      -0.005      -0.084     ]","[ 0.04500437 -0.34157944 -0.13000997 ..., -0.01300001 -0.04799999 -0.019     ]","[-0.08346848  0.01903571  0.29660515 ..., -0.047       0.054      -0.094     ]","[ 0.08732041  0.3662161   0.22468864 ...,  0.033      -0.018      -0.084     ]","[-0.27104405  0.27931445  0.04556373 ...,  0.029      -0.057      -0.036     ]","[ 0.07416303  0.09604301  0.11398901 ..., -0.08       -0.08       -0.062     ]"
"[ -6.27078890e-02  -3.44178452e-01   1.69680494e-01 ...,   3.10000093e-02
  -7.00000062e-03   3.77880099e-10]","[ 0.09989474  0.0345608  -0.06131221 ..., -0.00499999 -0.028      -0.001     ]","[ 0.21008646  0.19553724  0.06007464 ...,  0.024       0.002      -0.042     ]","[ 0.30897114  0.00503672 -0.34509268 ..., -0.03600001  0.049       0.063     ]","[-0.09601168 -0.24995641 -0.01853546 ..., -0.013      -0.004      -0.083     ]","[ 0.04650436 -0.33707944 -0.12650997 ..., -0.01750001 -0.04549999 -0.0195    ]","[-0.08046848  0.01703571  0.29460515 ..., -0.048       0.057      -0.096     ]","[ 0.08732041  0.3642161   0.22368864 ...,  0.037      -0.019      -0.082     ]","[-0.27204404  0.27431445  0.04956373 ...,  0.031      -0.06       -0.039     ]","[ 0.07316303  0.09704301  0.11198901 ..., -0.077      -0.082      -0.06      ]"
"[-0.06420789 -0.34667845  0.17218049 ...,  0.03150001 -0.0045     -0.0025    ]","[ 0.09789474  0.0345608  -0.06031221 ..., -0.00299999 -0.029      -0.004     ]","[  2.07086461e-01   1.92537245e-01   5.70746414e-02 ...,   2.19999954e-02
   8.77965149e-10  -4.30000006e-02]","[ 0.30697114  0.00703672 -0.34309268 ..., -0.03800001  0.047       0.063     ]","[-0.10101168 -0.25295641 -0.01453546 ..., -0.013      -0.005      -0.081     ]","[ 0.04800436 -0.33557944 -0.12700997 ..., -0.01900001 -0.04399999 -0.018     ]","[-0.07946848  0.01603571  0.29460515 ..., -0.048       0.058      -0.096     ]","[ 0.08632041  0.3632161   0.22268864 ...,  0.038      -0.02       -0.081     ]","[-0.27204405  0.27331445  0.05356372 ...,  0.034      -0.062      -0.042     ]","[ 0.07516303  0.09504301  0.11398901 ..., -0.075      -0.08       -0.058     ]"
"[ -6.07078890e-02  -3.44178452e-01   1.75680493e-01 ...,   3.40000092e-02
  -7.00000060e-03   3.65017929e-10]","[ 0.09589474  0.0345608  -0.05931221 ..., -0.00199999 -0.031      -0.005     ]","[ 0.20808646  0.18853725  0.05307464 ...,  0.023      -0.001      -0.046     ]","[ 0.30897114  0.00803672 -0.34209268 ..., -0.03600001  0.045       0.063     ]","[-0.10401168 -0.25495641 -0.01053546 ..., -0.014      -0.004      -0.083     ]","[ 0.04600436 -0.33457944 -0.13000997 ..., -0.02100001 -0.04199999 -0.017     ]","[-0.07646849  0.01303571  0.29360515 ..., -0.047       0.061      -0.094     ]","[ 0.08532041  0.3612161   0.22068864 ...,  0.039      -0.019      -0.077     ]","[-0.27254404  0.27381445  0.05406372 ...,  0.0345     -0.0615     -0.0425    ]","[ 0.07816303  0.09404301  0.11598901 ..., -0.077      -0.076      -0.055     ]"
"[-0.05870789 -0.34417845  0.17768049 ...,  0.03800001 -0.006       0.001     ]","[ 0.09189474  0.0355608  -0.05731221 ...,  0.00200001 -0.03       -0.008     ]","[ 0.20658646  0.18703725  0.05257464 ...,  0.0225     -0.0005     -0.0455    ]","[ 0.31197114  0.00503672 -0.34509268 ..., -0.03300001  0.042       0.061     ]","[-0.10451168 -0.25545641 -0.01003546 ..., -0.0135     -0.0045     -0.0825    ]","[ 0.04700436 -0.33357944 -0.13200997 ..., -0.02200001 -0.03999999 -0.015     ]","[-0.07296849  0.01353571  0.29310515 ..., -0.0475      0.0635     -0.0965    ]","[ 0.08482041  0.3607161   0.21918864 ...,  0.0395     -0.0205     -0.0745    ]","[-0.26704405  0.27831445  0.04856373 ...,  0.031      -0.065      -0.04      ]","[ 0.07766303  0.09254301  0.11748901 ..., -0.0775     -0.0725     -0.0555    ]"
"[-0.05670789 -0.34317845  0.17768049 ...,  0.04000001 -0.005       0.002     ]","[ 0.09339474  0.0370608  -0.05481221 ...,  0.00350001 -0.0315     -0.0105    ]","[ 0.20208646  0.18353725  0.04907464 ...,  0.026      -0.002      -0.049     ]","[ 0.31497114  0.00103672 -0.34709268 ..., -0.02800001  0.038       0.06      ]","[-0.10601168 -0.25695641 -0.00853546 ..., -0.01       -0.009      -0.088     ]","[ 0.04500436 -0.33557944 -0.13300997 ..., -0.02100001 -0.04       -0.014     ]","[-0.07346848  0.01503571  0.29160515 ..., -0.049       0.065      -0.098     ]","[ 0.08332041  0.3622161   0.21968864 ...,  0.04       -0.022      -0.074     ]","[-0.26204405  0.28031445  0.04356373 ...,  0.03       -0.066      -0.041     ]","[ 0.08016303  0.09404301  0.11998901 ..., -0.075      -0.072      -0.058     ]"
"[-0.05870789 -0.34217845  0.18168049 ...,  0.03800001 -0.007       0.002     ]","[ 0.09389474  0.0375608  -0.05431221 ...,  0.00500001 -0.034      -0.009     ]","[ 0.19908646  0.18253725  0.04507464 ...,  0.028      -0.006      -0.052     ]","[ 0.31447114  0.00253672 -0.34959268 ..., -0.02750001  0.0365      0.0615    ]","[-0.10801168 -0.25495641 -0.00453546 ..., -0.012      -0.011      -0.092     ]","[ 0.04400436 -0.33957944 -0.13600997 ..., -0.01800001 -0.03799999 -0.012     ]","[-0.07146848  0.01503571  0.28860515 ..., -0.048       0.068      -0.1       ]","[ 0.08432041  0.3622161   0.21968864 ...,  0.044      -0.025      -0.073     ]","[-0.26304404  0.27931445  0.04456372 ...,  0.031      -0.065      -0.042     ]","[ 0.08516303  0.09404301  0.12498901 ..., -0.07       -0.072      -0.059     ]"
"[-0.05770789 -0.34217845  0.18268049 ...,  0.03400001 -0.009       0.003     ]","[ 0.09489474  0.0375608  -0.05131221 ...,  0.00600001 -0.033      -0.006     ]","[ 0.19908646  0.18253725  0.04507464 ...,  0.028      -0.007      -0.052     ]","[ 0.31097114  0.00603672 -0.34809268 ..., -0.02500001  0.036       0.061     ]","[-0.10701168 -0.25395641 -0.00353546 ..., -0.013      -0.01       -0.093     ]","[ 0.04550436 -0.34307944 -0.13950997 ..., -0.01550001 -0.03649999 -0.0125    ]","[-0.06846848  0.01803571  0.28560515 ..., -0.045       0.072      -0.103     ]","[ 0.08232041  0.3652161   0.22068864 ...,  0.042      -0.026      -0.073     ]","[-0.26004404  0.27431445  0.04556372 ...,  0.034      -0.065      -0.041     ]","[ 0.08716303  0.09304301  0.12698901 ..., -0.068      -0.072      -0.06      ]"
"[-0.05720789 -0.34167845  0.18418049 ...,  0.03350001 -0.0095      0.0025    ]","[ 0.09689474  0.0395608  -0.04931221 ...,  0.00500001 -0.032      -0.005     ]","[ 0.20108646  0.18553725  0.04607464 ...,  0.026      -0.01       -0.054     ]","[ 0.30797114  0.01003672 -0.34709268 ..., -0.02500001  0.035       0.06      ]","[-0.10601168 -0.24995641 -0.00153546 ..., -0.016      -0.009      -0.098     ]","[ 0.04700436 -0.34557944 -0.14200997 ..., -0.01600001 -0.035      -0.013     ]","[-0.06646848  0.01803571  0.28360515 ..., -0.044       0.073      -0.102     ]","[ 0.08232041  0.36521609  0.21868864 ...,  0.041      -0.028      -0.07      ]","[-0.26054404  0.27181445  0.04806372 ...,  0.0375     -0.0645     -0.0445    ]","[ 0.08516303  0.09104301  0.12698901 ..., -0.07       -0.073      -0.06      ]"
"[-0.05470789 -0.33817845  0.18768049 ...,  0.03600001 -0.01        0.001     ]","[ 0.09689474  0.0415608  -0.05031221 ...,  0.00700001 -0.034      -0.002     ]","[ 0.20108644  0.18253725  0.04507464 ...,  0.025      -0.015      -0.054     ]","[ 0.30597114  0.01103672 -0.34709268 ..., -0.02400001  0.035       0.061     ]","[-0.10251168 -0.24545641  0.00096454 ..., -0.0175     -0.0095     -0.0995    ]","[ 0.04800436 -0.34857944 -0.14400997 ..., -0.01800001 -0.033      -0.015     ]","[-0.06146848  0.01903571  0.27860515 ..., -0.041       0.076      -0.099     ]","[ 0.08032041  0.36721609  0.21768864 ...,  0.04       -0.03       -0.066     ]","[-0.25904404  0.27031445  0.04656373 ...,  0.038      -0.066      -0.045     ]","[ 0.08216303  0.08704301  0.12498901 ..., -0.075      -0.072      -0.06      ]"
"[-0.05370789 -0.33717845  0.19068049 ...,  0.03800001 -0.011       0.001     ]","[  9.58947365e-02   3.95608028e-02  -5.23122098e-02 ...,   7.00000650e-03
  -3.49999993e-02   2.28681737e-09]","[ 0.20058644  0.18203725  0.04457464 ...,  0.0255     -0.0155     -0.0535    ]","[ 0.30897114  0.00903672 -0.35009268 ..., -0.02100001  0.033       0.061     ]","[-0.10101168 -0.24695641  0.00046454 ..., -0.017      -0.008      -0.101     ]","[ 0.05100436 -0.35157944 -0.14500997 ..., -0.01900001 -0.03       -0.013     ]","[-0.05796848  0.01853571  0.27510515 ..., -0.0375      0.0775     -0.0965    ]","[ 0.07782041  0.36671609  0.21718864 ...,  0.0385     -0.0295     -0.0635    ]","[-0.25504404  0.27031445  0.04456373 ...,  0.037      -0.069      -0.043     ]","[ 0.08066303  0.08454301  0.12548901 ..., -0.0775     -0.0705     -0.0605    ]"
"[-0.05670789 -0.34017845  0.19068049 ...,  0.03800001 -0.014      -0.002     ]","[ 0.09539474  0.0400608  -0.05281221 ...,  0.00750001 -0.0355      0.0005    ]","[ 0.19708644  0.18153725  0.04307464 ...,  0.028      -0.021      -0.057     ]","[ 0.31297114  0.00403672 -0.35209268 ..., -0.02000001  0.029       0.062     ]","[-0.09801168 -0.24395641 -0.00153546 ..., -0.016      -0.006      -0.104     ]","[ 0.05400436 -0.35157944 -0.14200997 ..., -0.02100001 -0.032      -0.011     ]","[-0.05646848  0.01703571  0.27660515 ..., -0.038       0.08       -0.099     ]","[ 0.07832041  0.3662161   0.21568864 ...,  0.038      -0.032      -0.061     ]","[-0.25454404  0.27081445  0.04406373 ...,  0.0375     -0.0685     -0.0435    ]","[ 0.07916303  0.08504301  0.12698901 ..., -0.079      -0.071      -0.061     ]"
"[-0.05670789 -0.34317845  0.19368049 ...,  0.03800001 -0.018      -0.007     ]","[ 0.09289474  0.03856081 -0.05631221 ...,  0.01000001 -0.036       0.004     ]","[ 0.19508644  0.17953725  0.04007464 ...,  0.031      -0.023      -0.06      ]","[ 0.31397114  0.00303672 -0.35309268 ..., -0.02100001  0.028       0.061     ]","[-0.09601168 -0.24095641 -0.00453546 ..., -0.014      -0.006      -0.103     ]","[ 0.05800436 -0.34957944 -0.13900997 ..., -0.02400001 -0.031      -0.008     ]","[-0.05696848  0.01653571  0.27710515 ..., -0.0375      0.0805     -0.0995    ]","[ 0.08032041  0.3662161   0.21468864 ...,  0.035      -0.035      -0.064     ]","[-0.25454404  0.26781445  0.04506372 ...,  0.0375     -0.0655     -0.0465    ]","[ 0.07716303  0.08704301  0.12398901 ..., -0.08       -0.073      -0.059     ]"
"[-0.05720789 -0.34567845  0.19418049 ...,  0.03750001 -0.0205     -0.0095    ]","[ 0.09189474  0.03956081 -0.05631221 ...,  0.01200001 -0.036       0.006     ]","[ 0.19608644  0.17853725  0.03907464 ...,  0.032      -0.024      -0.059     ]","[ 0.31297114  0.00403672 -0.35809268 ..., -0.02100001  0.026       0.059     ]","[-0.09401168 -0.23995641 -0.00653546 ..., -0.015      -0.005      -0.104     ]","[ 0.05950436 -0.35007944 -0.13650997 ..., -0.02650001 -0.0295     -0.0065    ]","[-0.05446848  0.01603571  0.27560515 ..., -0.035       0.08       -0.102     ]","[ 0.08232041  0.3652161   0.21368864 ...,  0.036      -0.036      -0.065     ]","[-0.25204404  0.26631445  0.04656372 ...,  0.04       -0.066      -0.047     ]","[ 0.07616303  0.08604301  0.11898901 ..., -0.082      -0.074      -0.059     ]"
"[-0.05770789 -0.34317845  0.19568049 ...,  0.03800001 -0.024      -0.013     ]","[ 0.09089474  0.03956081 -0.05731221 ...,  0.01300001 -0.036       0.007     ]","[ 0.19708644  0.17853725  0.04007464 ...,  0.031      -0.026      -0.06      ]","[ 0.31247114  0.00453672 -0.36059268 ..., -0.02450001  0.0225      0.0565    ]","[-0.09001168 -0.23695641 -0.00853546 ..., -0.018      -0.002      -0.106     ]","[ 0.05900436 -0.35057944 -0.13800997 ..., -0.02900001 -0.027      -0.009     ]","[-0.05446848  0.01703571  0.27460515 ..., -0.034       0.08       -0.103     ]","[ 0.08332041  0.3652161   0.21268864 ...,  0.037      -0.034      -0.068     ]","[-0.25104404  0.26731445  0.04556372 ...,  0.041      -0.067      -0.046     ]","[ 0.07866303  0.08854301  0.11948901 ..., -0.0795     -0.0745     -0.0585    ]"
"[-0.05670789 -0.34217845  0.19568049 ...,  0.03800001 -0.027      -0.018     ]","[ 0.09089474  0.0395608  -0.05631221 ...,  0.01200001 -0.035       0.01      ]","[ 0.19808644  0.18053725  0.04207464 ...,  0.02799999 -0.029      -0.057     ]","[ 0.31097114  0.00603672 -0.36009268 ..., -0.02600001  0.021       0.058     ]","[-0.08951168 -0.23945641 -0.01103546 ..., -0.0175     -0.0005     -0.1085    ]","[ 0.05800436 -0.35157944 -0.13900997 ..., -0.03200001 -0.023      -0.011     ]","[-0.0534685   0.01603571  0.27560515 ..., -0.033       0.079      -0.104     ]","[ 0.08532041  0.3632161   0.21068864 ...,  0.037      -0.035      -0.072     ]","[-0.25104404  0.26831445  0.04456372 ...,  0.043      -0.068      -0.047     ]","[ 0.08116303  0.09104301  0.11798901 ..., -0.077      -0.072      -0.057     ]"
"[-0.05770789 -0.34317845  0.19368049 ...,  0.03800001 -0.029      -0.02      ]","[ 0.09389474  0.0405608  -0.05431221 ...,  0.01200001 -0.035       0.013     ]","[ 0.19808644  0.18353725  0.04507464 ...,  0.02599999 -0.031      -0.059     ]","[ 0.30897114  0.00803672 -0.36109268 ..., -0.02900001  0.019       0.057     ]","[-0.09101168 -0.24095641 -0.01153546 ..., -0.017      -0.001      -0.107     ]","[ 0.05800436 -0.35257944 -0.14000997 ..., -0.03400001 -0.022      -0.011     ]","[-0.0544685   0.01603571  0.27860515 ..., -0.034       0.079      -0.108     ]","[ 0.08582041  0.3637161   0.21018864 ...,  0.0375     -0.0355     -0.0735    ]","[-0.24754404  0.26781445  0.04106372 ...,  0.0445     -0.0695     -0.0465    ]","[ 0.08266303  0.09254301  0.11848901 ..., -0.0765     -0.0695     -0.0575    ]"
"[-0.05970789 -0.34617845  0.1906805  ...,  0.03700001 -0.032      -0.021     ]","[ 0.09339474  0.0410608  -0.05281221 ...,  0.01350001 -0.0355      0.0145    ]","[ 0.19958644  0.18403725  0.04657464 ...,  0.02449999 -0.0325     -0.0595    ]","[ 0.30497114  0.00903672 -0.36009268 ..., -0.03200001  0.016       0.057     ]","[-0.09101168 -0.24595641 -0.01353546 ..., -0.014       0.003      -0.11      ]","[ 0.06200436 -0.35457944 -0.13600997 ..., -0.03700001 -0.025      -0.011     ]","[-0.0559685   0.01453571  0.27810515 ..., -0.0325      0.0785     -0.1125    ]","[ 0.08132041  0.3662161   0.21268864 ...,  0.038      -0.037      -0.076     ]","[-0.24704404  0.26631445  0.04256372 ...,  0.044      -0.069      -0.048     ]","[ 0.08316303  0.09204301  0.11998901 ..., -0.075      -0.067      -0.058     ]"
"[-0.06470789 -0.35117845  0.1856805  ...,  0.03600001 -0.031      -0.024     ]","[ 0.08889474  0.0365608  -0.05631221 ...,  0.01700001 -0.033       0.018     ]","[ 0.20308643  0.18053725  0.04307464 ...,  0.02699999 -0.032      -0.063     ]","[ 0.30497114  0.00803672 -0.36109268 ..., -0.03100001  0.014       0.057     ]","[-0.09101168 -0.24895641 -0.01453546 ..., -0.011       0.005      -0.111     ]","[ 0.06600436 -0.35557944 -0.13200997 ..., -0.03900001 -0.028      -0.009     ]","[-0.0544685   0.01303571  0.27860515 ..., -0.033       0.08       -0.111     ]","[ 0.07632041  0.3702161   0.21568864 ...,  0.038      -0.036      -0.078     ]","[-0.24704404  0.26631445  0.04256372 ...,  0.041      -0.065      -0.047     ]","[ 0.08516303  0.09204301  0.12298901 ..., -0.073      -0.064      -0.06      ]"
"[-0.06520789 -0.35267845  0.1841805  ...,  0.03450001 -0.0315     -0.0245    ]","[ 0.08389474  0.0315608  -0.06131221 ...,  0.01800001 -0.032       0.02      ]","[ 0.20208643  0.17853725  0.04107464 ...,  0.02899999 -0.03       -0.064     ]","[ 0.30697114  0.00603672 -0.36109268 ..., -0.03300001  0.01        0.055     ]","[-0.09001168 -0.24695641 -0.01453546 ..., -0.01        0.008      -0.113     ]","[ 0.06750436 -0.35607944 -0.13050997 ..., -0.03950001 -0.0285     -0.0085    ]","[-0.05646849  0.01203571  0.27960515 ..., -0.034       0.082      -0.113     ]","[ 0.07532041  0.3712161   0.21668864 ...,  0.039      -0.035      -0.079     ]","[-0.24704404  0.26431445  0.04456372 ...,  0.041      -0.062      -0.047     ]","[ 0.08616303  0.09304301  0.12398901 ..., -0.072      -0.062      -0.063     ]"
"[-0.06270789 -0.35017845  0.18668049 ...,  0.03900001 -0.031      -0.028     ]","[ 0.08289474  0.0305608  -0.06231221 ...,  0.01900001 -0.032       0.02      ]","[ 0.20408643  0.18153725  0.04407464 ...,  0.03199999 -0.031      -0.066     ]","[ 0.30847114  0.00653672 -0.36159268 ..., -0.03350001  0.0085      0.0545    ]","[-0.09101168 -0.24395641 -0.01253546 ..., -0.012       0.011      -0.115     ]","[ 0.07100436 -0.35957944 -0.13300997 ..., -0.03900001 -0.031      -0.006     ]","[-0.05646849  0.01303571  0.28260515 ..., -0.035       0.081      -0.111     ]","[ 0.07132041  0.3742161   0.21568864 ...,  0.042      -0.033      -0.084     ]","[-0.24604404  0.26231445  0.04356373 ...,  0.04       -0.061      -0.046     ]","[ 0.08466303  0.09354301  0.12348901 ..., -0.0705     -0.0635     -0.0625    ]"
"[-0.06070789 -0.34917845  0.19068049 ...,  0.04300001 -0.035      -0.033     ]","[ 0.08689474  0.0335608  -0.05931221 ...,  0.01600001 -0.032       0.024     ]","[ 0.20608645  0.18453725  0.04707464 ...,  0.03699999 -0.029      -0.069     ]","[ 0.30997113  0.00703672 -0.36309268 ..., -0.03400001  0.01        0.056     ]","[-0.09051168 -0.24345641 -0.01303546 ..., -0.0115      0.0125     -0.1175    ]","[ 0.07300436 -0.36257944 -0.13400991 ..., -0.03800001 -0.033      -0.003     ]","[-0.05846849  0.01403571  0.28360515 ..., -0.034       0.082      -0.11      ]","[ 0.07032041  0.3742161   0.21468864 ...,  0.044      -0.032      -0.088     ]","[-0.24404404  0.25731445  0.04256373 ...,  0.038      -0.057      -0.043     ]","[ 0.08216303  0.09104301  0.12098901 ..., -0.073      -0.063      -0.06      ]"
"[-0.06070789 -0.34917845  0.19168049 ...,  0.04400001 -0.034      -0.034     ]","[ 0.08989474  0.0355608  -0.05631221 ...,  0.01100001 -0.032       0.023     ]","[ 0.20658645  0.18503725  0.04757464 ...,  0.03849999 -0.0295     -0.0705    ]","[ 0.30997113  0.00803672 -0.36309268 ..., -0.03400001  0.01        0.06      ]","[-0.08801168 -0.24095641 -0.01553546 ..., -0.009       0.015      -0.121     ]","[ 0.07400436 -0.36357944 -0.13500991 ..., -0.03700001 -0.032      -0.004     ]","[-0.06146849  0.01503571  0.28560515 ..., -0.032       0.083      -0.111     ]","[ 0.06982041  0.3737161   0.21518864 ...,  0.0445     -0.0315     -0.0885    ]","[-0.24354404  0.25381445  0.04306373 ...,  0.0375     -0.0555     -0.0395    ]","[ 0.08016303  0.09004301  0.11798901 ..., -0.074      -0.06       -0.058     ]"
"[-0.05770789 -0.34517845  0.19668049 ...,  0.04600001 -0.038      -0.032     ]","[ 0.08939474  0.0350608  -0.05681221 ...,  0.01050001 -0.0325      0.0225    ]","[ 0.20708645  0.18853725  0.05007464 ...,  0.04099999 -0.032      -0.073     ]","[ 0.31197113  0.00803672 -0.36309268 ..., -0.035       0.011       0.061     ]","[-0.08501168 -0.24095641 -0.01853546 ..., -0.008       0.019      -0.126     ]","[ 0.07800436 -0.36757944 -0.13500992 ..., -0.03400001 -0.032      -0.006     ]","[-0.06296849  0.01453571  0.28510515 ..., -0.0295      0.0825     -0.1095    ]","[ 0.06932041  0.3692161   0.21768864 ...,  0.041      -0.033      -0.09      ]","[-0.24104404  0.25331445  0.04056373 ...,  0.035      -0.054      -0.038     ]","[ 0.07916303  0.08904301  0.11698901 ..., -0.076      -0.059      -0.059     ]"
"[-0.05370789 -0.34017845  0.19568049 ...,  0.04900001 -0.037      -0.03      ]","[ 0.09289474  0.0385608  -0.05631221 ...,  0.01100001 -0.034       0.018     ]","[ 0.20908645  0.19253725  0.05507464 ...,  0.04199999 -0.032      -0.078     ]","[ 0.31297113  0.01003672 -0.36109268 ..., -0.036       0.009       0.063     ]","[-0.08401168 -0.23995641 -0.01953546 ..., -0.008       0.021      -0.128     ]","[ 0.08100436 -0.37157944 -0.13600992 ..., -0.03300001 -0.032      -0.006     ]","[-0.06246849  0.01303571  0.28460515 ..., -0.027       0.082      -0.109     ]","[ 0.07082041  0.3677161   0.21718864 ...,  0.0405     -0.0325     -0.0925    ]","[-0.23604404  0.25331445  0.03956373 ...,  0.036      -0.05       -0.038     ]","[ 0.07866303  0.09054301  0.11848901 ..., -0.0735     -0.0585     -0.0585    ]"
"[-0.05320789 -0.33967845  0.19618049 ...,  0.04950001 -0.0375     -0.0305    ]","[ 0.09189474  0.0375608  -0.05831221 ...,  0.01400001 -0.033       0.015     ]","[ 0.20908645  0.19353725  0.05607464 ...,  0.04299999 -0.031      -0.078     ]","[ 0.31797113  0.01103672 -0.35909268 ..., -0.038       0.01        0.068     ]","[-0.08001168 -0.24295641 -0.02353546 ..., -0.004       0.022      -0.132     ]","[ 0.08050436 -0.37207944 -0.13650992 ..., -0.03250001 -0.0325     -0.0065    ]","[-0.06346849  0.01303571  0.28660515 ..., -0.025       0.087      -0.108     ]","[ 0.06932041  0.36921609  0.21668864 ...,  0.04       -0.034      -0.094     ]","[-0.23504404  0.25331445  0.03856373 ...,  0.036      -0.047      -0.036     ]","[ 0.08016303  0.09104301  0.11798901 ..., -0.072      -0.06       -0.058     ]"
"[-0.05370789 -0.33817845  0.19968049 ...,  0.05200001 -0.036      -0.033     ]","[ 0.09089474  0.0365608  -0.05931221 ...,  0.01500001 -0.034       0.014     ]","[ 0.20808646  0.19453725  0.05407464 ...,  0.04399999 -0.028      -0.082     ]","[ 0.31747113  0.01153672 -0.36059268 ..., -0.0385      0.0105      0.0695    ]","[-0.07801168 -0.24695641 -0.02753546 ...,  0.001       0.025      -0.137     ]","[ 0.08400436 -0.37757944 -0.14200992 ..., -0.02700001 -0.028      -0.004     ]","[-0.06346849  0.01303571  0.28860515 ..., -0.023       0.088      -0.107     ]","[ 0.07032041  0.37021609  0.21668864 ...,  0.041      -0.033      -0.099     ]","[-0.23204404  0.25331445  0.03656373 ...,  0.033      -0.046      -0.034     ]","[ 0.08216303  0.09404301  0.11998901 ..., -0.067      -0.061      -0.057     ]"
"[-0.05470789 -0.33717845  0.20068049 ...,  0.05500001 -0.036      -0.036     ]","[ 0.08589474  0.0345608  -0.06331221 ...,  0.02000001 -0.039       0.012     ]","[ 0.20808645  0.19553725  0.05507464 ...,  0.04499999 -0.024      -0.086     ]","[ 0.32097113  0.01003672 -0.36309268 ..., -0.042       0.014       0.071     ]","[-0.07651168 -0.24745641 -0.02903546 ...,  0.0015      0.0255     -0.1385    ]","[ 0.08300436 -0.38257944 -0.14700992 ..., -0.02200001 -0.025      -0.003     ]","[-0.06296849  0.01453571  0.28810515 ..., -0.0245      0.0885     -0.1085    ]","[ 0.06932041  0.37121609  0.21768864 ...,  0.039      -0.036      -0.102     ]","[-0.22804404  0.25231445  0.03256373 ...,  0.031      -0.042      -0.033     ]","[ 0.08316303  0.09504301  0.11898901 ..., -0.064      -0.064      -0.058     ]"
